testo_pulito;count
nhnhnhnnh;1
nhnhnhnhn;1
nefrostomie   drenaggi;1
nefrostomie;1
nad peg;1
nutrizione;1
orale therapie vorbereitung;1
orale therapie;1
o terapia;1
nutrizoni parenterali;1
nutrizioni parenterale;1
nutrizioni entrati parenterali;1
nutrizioni  educazione sanitaria  caregiver alla nad ;1
nutrizioni;1
nutrizione parentersle;1
nutrizione enterale tremite peg o sng;1
nutrizione parenterale somministrazione;1
nutrizione parenterale enterale;1
nutrizione parenterale e peg;1
nutrizione parenterale e enterale;1
nutrizione parenterale  terapia endovenosa;1
nutrizione parenterale   gestione catetere centrale   picc  parta  midline   ;1
nutrizione parentela;1
nutrizione parentale totale;1
nutrizione enterele parenterale;1
nutrizione enterali e parenterali;1
nutrizione parenterale totale attraverso picc  midline;1
monitoraggio pressione;1
monitoraggio pazienti in vmni vmi;1
monitoraggio pazienti con scompenso cardiaco;1
monitoraggio pazienti con piede diabetico;1
monitoraggio patologie croniche;1
monitoraggio parametri vitali follow up;1
monitoraggio parametri vitali ed follow up;1
monitoraggio parametri vitali e ventilatori;1
monitoraggio parametri vitali e dolore;1
n p t  n e;1
monitoraggio parametri vitali ;1
monitoraggio parametri ed esami strumentali;1
monitoraggio parametri e follow up;1
monitoraggio parametri autorilevati;1
monitoraggio parametri  clinico assistenziale e dei segni e sintomi di malattia;1
monitoraggio p v ;1
monitoraggio infermieristico;1
monitoraggio generale e maratona per patologia;1
monitoraggio e sorveglianza;1
monitoraggio e gestione sintomi;1
monitoraggio parametri vitali e condizioni del pz;1
n p t     e addestramento al care  giver  a lla gestione;1
n p t ;1
n e e gestione sng  p e g ;1
n e   peg e sondini ;1
mwdicazioni semplici;1
movimentazione;1
montaggio vac therapy;1
monitorare i parametri vitali;1
monitoraggio visite di controllo;1
monitoraggio valutazione;1
monitoraggio pv  ;1
monitoraggio terapia;1
monitoraggio telefonico con famiglia medico di base;1
monitoraggio stabilità clinica  assistenziale;1
monitoraggio socio sanitario;1
monitoraggio sintomi in pazienti palliativi;1
monitoraggio sintomi e contatti mmg;1
monitoraggio sintomatologia disturbante;1
monitoraggio segni e sintomi vari scompensi;1
monitoraggio pz terminali;1
monitoraggio pv in scompenso cardiaco;1
monitoraggio terapia del dolore;1
medicazioni lesioni arti inferiori vascolari;1
medicazioni lesioni arti inf;1
medicazioni lesioni      stadio;1
medicazioni lesioni      ;1
medicazioni lesione sacrale;1
medicazioni lesione da pressione;1
medicazioni lesione da decubito;1
medicazioni ldp semplici   complesse;1
medicazioni ldp o ulcere arti inferiori;1
medicazioni ulcere vascolari lesioni chirurgiche ldp;1
medicazioni ldd ulcere trofiche ferite chirurgiche e traumatiche;1
medicazioni ldd e vascolari;1
medicazioni ldd e varie;1
medicazioni lc;1
medicazioni in ambulatorio;1
medicazioni gambe  gambaletti  lesioni vascolari;1
medicazioni fissatori dopo interventi ortopedici;1
medicazioni ferite semplici;1
medicazioni ferite e postchirurgiche;1
medicazioni ferite di altra natura no ldp;1
medicazioni ldp e vascolari;1
medicazioni lesioni vascolari  ldp ecc;1
medicazioni lesioni semplici;1
medicazioni lesioni e cateteri venosi centrali;1
medicazioni lesioni difficili;1
medicazioni lesioni diabetiche;1
medicazioni lesioni di vario tipo;1
medicazioni lesioni di varia natura ed eventuali bendaggi compressivi aa ii;1
medicazioni lesioni di ogni tipo;1
medicazioni lesioni decubito e arti inferiori;1
medicazioni lesioni complesse;1
medicazioni lesioni da pressioni;1
medicazioni lesioni da pressione o da trauma;1
medicazioni lesioni da pressione  ulcere trofiche  ferite chirurgiche e altre lesioni;1
medicazioni lesioni da pressione   chirurgiche  vascolari  neoplastiche traumatiche  bendaggi  gestione tpn ;1
medicazioni lesioni da deubito;1
medicazioni lesioni da decupido;1
medicazioni lesioni da decubuto;1
medicazioni lesioni da decubito ulcere;1
medicazioni lesioni da decubito  vascolari e diabetiche;1
medicazioni lesioni croniche;1
medicazioni lesioni da pressioni e vascolari;1
medicazioni e gestione cvc;1
medicazioni e gestione cateteri centrali picc midline ed infusioni npt  atb;1
medicazioni e controllo peg;1
medicazioni e bendaggi ulcere arti inferiori;1
medicazioni drenaggio pleurici;1
medicazioni drenaggio biliari;1
medicazioni drenaggi e ferite chirurgiche;1
medicazioni dispositivi intravascolari;1
medicazioni diabetiche;1
medicazioni ferite chirurgiche semplici e complicate;1
medicazioni di vario genere   sia lesioni da pressione  lesioni neoplastiche che accessi venosi centrali  drenaggi  stomie  ecc ;1
medicazioni di ulcere venose e arteriose;1
medicazioni di qualsiasi natura;1
medicazioni di presidi come cvc  picc;1
medicazioni di picc e midline;1
medicazioni di pic line e porth;1
medicazioni di ogni genere;1
medicazioni di metastasi secernenti;1
medicazioni di lesioni da pressione  vascolari sia arteriose che venose  chirurgiche  neoformazioni  traumatiche;1
medicazioni di lesioni da decuto i ii iii iv grado;1
medicazioni di vario genere  ldd  device vascolari  ferite chirurgiche  ferite vascolari  traumatiche  etc ;1
medicazioni ferite chirurgiche o traumatiche;1
medicazioni ferite chirurgiche o lacero contuse;1
medicazioni ferite chirurgiche e traumatiche;1
medicazioni ferite acute e croniche;1
medicazioni ferite  lesioni da pressione  ecc;1
medicazioni fer  chirurgica  ldp  diabetiche  picc  midline  cvp;1
medicazioni ed educazione terapeutica alla prevenzione di ldd e gestione del ripristino medicazione in caso di necessità;1
medicazioni ed educazione;1
medicazioni e rimozione punti;1
medicazioni e prelievi da accessi centrali;1
medicazioni e gestione drenaggi;1
medicazioni e lavaggio cvc;1
medicazioni e lavaggio cateteri venosi centrali;1
medicazioni e lavaggio accessi venoso centrali;1
medicazioni e lavaggi picc cvc;1
medicazioni e lavaggi picc;1
medicazioni e gestioni accessi venosi centrali e periferici;1
medicazioni e gestioni accessi vascolari  picc port cvc;1
medicazioni e gestione ulcere varicose;1
medicazioni e gestione ulcere trofiche  chirurgiche decubiti;1
medicazioni e gestione stomie;1
medicazioni e lavaggio port e care;1
medicazioni skin tear;1
medicazioni settimanali cateteri venivi periferici tipo picc;1
medicazioni semplici o complesse;1
medicazioni semplici medie complesse;1
prelievi ematologici;1
medicazioni semplici ed avanzate  inclusi bendaggi contenitivi;1
medicazioni semplici e o complesse;1
medicazioni semplici e gestioni delle complicanze assistenziali;1
medicazioni semplici e gestioni complicanze assistenziali;1
medicazioni lesioni vascolari arteriose;1
medicazioni semplici e complesse ldp  ferite chirurgiche;1
medicazioni semplici e complesse incluse lesioni vascolari  diabetiche pressione;1
medicazioni semplici e complesse anche con ilchirurgo;1
medicazioni semplici e complesse  neoplastiche ;1
medicazioni semplici e complesse  controllo;1
medicazioni semplici e complesse  bendaggio;1
medicazioni semplici e complesse   fasciature e bendaggi;1
medicazioni semplici e avanzate  ferite chirurgiche  ulcere da trauma  ulcere vascolari  tpn  ulcere neoplastiche    ;1
medicazioni semplici complesse ;1
medicazioni semplici avanzate;1
medicazioni semplici e gestione delle complicanze;1
medicazioni ulcere vascolari e bendaggi elastocompressivi;1
medicazioni ulcere vascolari  ldd  med chirurgiche;1
medicazioni ulcere vascolare;1
medicazioni ulcere varicose;1
medicazioni ulcere troficovascolari;1
medicazioni ulcere trofiche e decubito;1
medicazioni ulcere ldd picc cvc;1
medicazioni ulcere difficili;1
medicazioni ulcere cutanee;1
medicazioni sostituzioni device   sistemi venosi centrali drenaggi cateteri nefrostomici  vescicali  placche stomie   ;1
medicazioni ulcere  ferite chirurgiche e post traumatiche;1
medicazioni udp vari stadi;1
medicazioni udp lesioni ustioni;1
medicazioni udp e ferite chirurgiche;1
medicazioni traumatiche;1
medicazioni tracheotomia;1
medicazioni tracheostomia;1
medicazioni tracheo stomie;1
medicazioni tpn;1
medicazioni su nefrostomie;1
medicazioni ulcere aaii;1
medicazioni piaghe e altro;1
medicazioni piaghe da decubito semplici;1
medicazioni piaghe da decubito od ulcere trofiche;1
medicazioni piaghe;1
medicazioni per lesioni da pressione;1
medicazioni peg tracheo;1
medicazioni peg pej;1
medicazioni peg e tracheo;1
medicazioni pdf;1
medicazioni semplici  medie e complesse;1
medicazioni neoplastiche e chirurgiche;1
medicazioni neoplastiche;1
medicazioni nefrostomia;1
medicazioni multiple complesse;1
medicazioni midline picc;1
medicazioni midline pic;1
medicazioni media complessità;1
medicazioni lt;1
medicazioni lld  vascolari;1
medicazioni lesioni vascolari traumatiche;1
medicazioni oncologiche;1
medicazioni semplici  medie e avanzate;1
medicazioni semplici  e gestione delle complicanze assistenziali;1
medicazioni semplici  avanzate e complesse  vac terapy;1
medicazioni semplice e gestione delle complicanze assistenziali;1
medicazioni semplice e avanzate anche vac   a pressione negativa ;1
medicazioni sempilci e complesse;1
medicazioni primarie e secondarie;1
medicazioni primarie;1
medicazioni post operatorio;1
medicazioni port e picc;1
medicazioni picc  cvc;1
medicazioni port;1
medicazioni picc o porth;1
medicazioni picc midline;1
medicazioni picc e midline;1
medicazioni picc e lavaggio;1
medicazioni picc e accessi venosi centrali;1
medicazioni picc centrali;1
medicazioni picc  peg;1
medicazioni picc  midline;1
medicazioni picc  cvc  ;1
medicazioni port a cath;1
terapia infusione sc ed ev;1
terapia infusione ev  sotto cute e im;1
terapia infusione ;1
terapia infusionanale;1
terapia infusionali sc;1
terapia infusionale tramite accessi periferici;1
terapia infusionale sottocute e endovena;1
terapia infusionale sottocute   ipodermoclisi;1
terapia infusionale sottocutanea e venosa;1
terapia infusionale sottocutanea;1
relazione con il paziente;1
terapia infusionale reidreatante;1
terapia infusionale reidratante sottocutanea;1
terapia infusionale in sc;1
terapia infusionale in periferico;1
terapia infusionale idratazione ;1
terapia infusionale ev sc intamuscolare;1
terapia infusionale ev periferica;1
terapia infusionale ev ipodermo  ntp;1
terapia infusionale ev in pz oncologici;1
terapia infusionale ev e sc;1
terapia infusionale endovenosa e sottocutanea;1
terapia infusionale sc ev  e im;1
terapia infusor;1
terapia infusonale;1
terapia infusivonale;1
terapia infusive endovenose;1
terapia infusive;1
terapia infusiva tramite cvc picc midline;1
terapia infusiva sottocute;1
terapia infusiva sc im;1
terapia infusiva sc ed ev;1
terapia infusiva sc e ev trasferimento competenze addestramento educazione colloqui;1
terapia infusiva sc e ev;1
terapia infusioni le;1
terapia infusiva fleboclisi;1
terapia infusiva ev ipodermica;1
terapia infusiva ev e sc;1
terapia infusiva endovenosa cvp;1
terapia infusiva e nutrizioni parenterali;1
terapia infusiva e intramuscolo;1
terapia infusiva e gestione accessi venosi;1
terapia infusiva antibiotica;1
terapia infusiva  npt  ev  ipo ;1
terapia infusiva  intramuscolare   sottocutanea;1
terapia infusiva    intramuscolari terapia s c;1
terapia infusiva idratante;1
terapia idratanta endovenosa;1
terapia i v ;1
terapia i m s c e v;1
terapia i funzionale endovenosa ed intramuscolo;1
terapia i  m  e s c ;1
terapia flebologia  ev;1
terapia farmacologica parenterale  sottocutanea o intramuscolare ;1
terapia farmacologica ev sc  os;1
terapia ev sottocutanea;1
terapia ev sc e im;1
terapia infusionale endovenosa e ipodermica;1
terapia ev im sc anche con pompe infusionali;1
terapia ev idratante;1
terapia ev fisiol gluc per idratazione;1
terapia ev farmacologica;1
terapia ev ed im;1
terapia ev ed educazione;1
terapia ev e sottocute;1
terapia ev e parenterali;1
terapia ev e ipodermo;1
terapia ev e ipodermica;1
terapia ev e gestione degli accessi periferici;1
terapia ev ipo im sc orale;1
terapia infusionale endovenosa e idratante;1
terapia infusionale e v ;1
terapia infusionale e sottocutaneo;1
terapia infusionale comprese npt  elastomeri;1
terapia infusionale  intramuscolare e sottocutanea;1
terapia infusionale  iniettiva  sottocutanea  ev;1
terapia infusionale  ev im;1
terapia infusioale;1
terapia infusi a;1
terapia inffusiva;1
terapia in sc;1
terapia idratante ev o ipodermica;1
terapia im sc ev;1
terapia im s c e v;1
terapia im o sc  es  idratazione ;1
terapia im ev sc;1
terapia im e ss cut;1
terapia im e sottocute;1
terapia im  sc  ev;1
terapia im  ev  infusiva;1
terapia idratante sottocutanea;1
terapia idratante ipodermica;1
terapia idratante in ipodermo;1
terapia in elastomero sottocute;1
terapia sottocutanea  endovenosa e intramuscolare;1
terapia sottocuranea;1
terapia sc o ev;1
terapia sc im ev;1
terapia sc im ed ev;1
terapia sc im;1
terapia sc idratazione;1
terapia sc ev im;1
terapia sc ev;1
terapia sc  im  ev  ipodermica;1
terapia infusuva;1
terapia sc  im;1
terapia sc  ev  im;1
terapia s c i m;1
terapia s c  e v  i m;1
terapia s c   i m  ed endovenosa;1
terapia reidratanti ev;1
terapia reidratante sottocute;1
terapia reidratante endovenosa;1
terapia reidratante e v  ipodermoclisi;1
terapia reidratante di supporto;1
terapia pressione negativa;1
terapia sc  im  ev;1
terapiabparenterale;1
terapia x controllo dolore;1
terapia venose  flebo ecc;1
terapia venosa reidratante;1
terapia venosa  sottocutanea;1
terapia venosa  intramuscolare  sottocutanea;1
terapia venisa;1
terapia tramite peg;1
terapia sottocute o i m;1
terapia sottocute o endovenosa;1
terapia sottocute intramuscolare;1
terapia sottocutanea con addestramento;1
terapia sottocute e intramuscolare;1
terapia sottocute e i m ;1
terapia sottocute e endovena;1
terapia sottocutania;1
terapia sottocutaneo intramuscolo;1
terapia sottocutaneo e intramuscolare;1
terapia sottocutaneo;1
terapia sottocutanee;1
terapia sottocutanea endovenosa  intramuscolare;1
terapia sottocutanea ed endovenosa;1
terapia sottocutanea e intramuscolare;1
terapia sottocute e intramuscolo;1
terapia intramuscolo e sottocute;1
terapia intramuscolo e sottocutanea;1
terapia intramuscolari;1
terapia intramuscolare sottocute endovena;1
terapia intramuscolare sottocutaneo;1
terapia intramuscolare o endovenosa;1
terapia intramuscolare e sottocute;1
terapia intramuscolare  sottocute ecc;1
terapia intramuscolare  ev  sc;1
terapia intramusciolare;1
terapia intra muscolare;1
terapia per via endovenosa;1
terapia insulinica nei bambini diabetici nelle scuole;1
terapia insulinica;1
terapia inniettiva;1
terapia iniettive;1
terapia iniettiva sottocutaneo trasdermica;1
terapia iniettiva sc;1
terapia iniettiva muscolare;1
terapia iniettiva intramuscolare o sottocutanea;1
terapia iniettiva intramuscolare e sottocutanea;1
terapia iniettiva im;1
terapia iniettiva ev;1
terapia insulinica scuole;1
terapia per ucc;1
terapia per os;1
terapia per le diverse vie di somministrazione;1
terapia parenterale i m s c x os;1
terapia parenterale gestione accessi venosi centrali e terapia  ipodermo;1
terapia parenterale enterale;1
terapia parenterale e o infusiva;1
terapia parenterale e ipodermoclisi;1
terapia parenterale e gestione bambini diabetici a scuola;1
terapia palliative;1
terapia os  sc e ev;1
terapia intramuscolo o sottocutanea;1
terapia os  ev  sc  im;1
terapia os;1
terapia orale  sottocutanea  infusionale  intramuscolare;1
terapia orale  intramuscolare;1
terapia obiettiva i m s c;1
terapia nutrizionali parenterali;1
terapia nutrizionale  parenterale;1
terapia nutrizionale;1
terapia npt;1
terapia ipodermiche;1
terapia intramuscolo o sottocute;1
terapia os  sc  ev;1
supporto relazionale pz  caregivers;1
supporto relazionale per i pz  caregiver e parenti in tutte quelle condizioni di morbilita  che lo richiedono specialmente nei casi pediatrici;1
supporto relazionale educazione sanitaria;1
supporto relazionale all utente  famiglia  care giver;1
supporto relazionale al pz;1
supporto relazionale al paziente e al caregiver;1
supporto relazionale ai pazienti e ai caregivers spesso lasciati da soli dalle istituzioni;1
supporto relazionale  supporto al lutto;1
supporto relaz  alla famiglia;1
supporto psicopedagogico alla familia;1
terapia ev  sc im;1
supporto psicologico utente caregiver;1
supporto psicologico sociale;1
supporto psicologico paziente oncologico;1
supporto psicologico paziente e caregiver;1
supporto psicologico paziente;1
supporto psicologico ed ascolto attivo;1
supporto psicologico e trasferimento competenze care giver;1
supporto psicologico dei familiari;1
supporto psicologico caregiver;1
supporto psicologico alla persona  al care giver familiari etc;1
supporto psicologico al pz e famiglia;1
supporto psicologicopaziente  famigliare care giver;1
taid;1
t p n;1
t infusiva;1
t im;1
t ev ;1
svuotamento rettale manuale;1
svuotamento rettale;1
svuotamento manuale di feci;1
svuotamento manuale ampolla rettale;1
svuotamento intestinale;1
svuotamento drenaggi;1
supporto relazionale utente  famiglia e caregiver;1
supporto visite specialistiche;1
supporto visite o trasferimenti;1
supporto visita paracentesi trasfusioni etc;1
supporto terapia del dolore   collaborazione con cure palliative ;1
supporto socioasstenziale;1
supporto socio assistenziale;1
supporto relazione familiari;1
supporto relazione caregiver;1
supporto relazione alla famiglia;1
supporto relazione al paziente e ai familiari;1
supporto relazione al paziente;1
svama;1
supporto famiglia e care giver;1
supporto emotivo famigliari e pazienti   aspetto relazione ;1
supporto emotivo e ascolto;1
supporto emotivo ai familiari caregiver;1
supporto emotivo  educativo al paziente  al care giver e famiglia;1
supporto ed educazione care giver;1
supporto ed educazione al cargiver;1
supporto ed educazione;1
supporto e trasmissione competenze caregover;1
supporto e sostegno al caregiver;1
supporto e rivalutazione caso clinico;1
supporto psicologico al malato e alla famiglia;1
supporto e coseling;1
supporto e collaborazione con i familiari;1
supporto e ascolto al paziente ed alla famiglia;1
supporto cargiver;1
supporto caregiver per presidi;1
supporto caregiver nella terminalita   oncologica;1
supporto caregiver  addestramento  identificazione;1
supporto care givers;1
supporto care giver educazione terapeutica;1
supporto care giver e trasferimento competenze;1
supporto care giver cura della persona;1
supporto e follow up;1
supporto psicologico al familiare;1
supporto psicologico a paziente e famiglia;1
supporto psicologico  paziente e famiglia;1
supporto pscologico;1
supporto prenotazioni;1
supporto per le emotrasfusioni;1
supporto per cure palliative;1
supporto paziente palliativo accompagnamento alla morte;1
supporto paziente familiari;1
supporto paziente famiglia;1
supporto paziente;1
supporto famiglia e paziente;1
supporto nella terapia del dolore   stretta collaborazione con cure palliative ;1
supporto nella programmazione visite ambulatoriali e domiciliari;1
supporto nella gestione di stomie;1
supporto nella gestione della fase terminale di malattia;1
supporto nel follow up;1
supporto morale e psicologico;1
supporto in follow up;1
supporto follow up;1
supporto familiari di paz fragili;1
supporto famigliare;1
supporto famiglia utente;1
supporto p te e o caregiver famiglia;1
terapia endovenosa idratante e o nutrizionale;1
terapia endovenosa idratante e antibiotca;1
terapia endovenosa e sottocutanea in infusione;1
terapia endovenosa e sattocute;1
terapia endovenosa e s c;1
terapia endovenosa e ipodermo;1
terapia endovenosa e gestione nutrizione parenteral ed enterale;1
terapia endovenosa e gestione accessi venosi;1
terapia endovenosa con accesso venoso periferico;1
terapia endovenosa con accesso sottocutaneo;1
talvolta medicazioni;1
terapia endovenosa   s c   i m;1
terapia endovena sottocute;1
terapia endovena sottocutanea;1
terapia endovena ipodermo;1
terapia endovena ipoderma;1
terapia endovena inramuscolare e sotto cute;1
terapia endovena in infusione;1
terapia endovena e sottocute;1
terapia endovena ;1
terapia elastomero;1
terapia elastomerica  terapia iniettiva sc;1
terapia endovenosa  sc   im;1
terapia ev  sc  im ;1
terapia ev  s c ;1
terapia ev  im  sc ecc;1
terapia ev  im  sc ;1
terapia ev  im;1
terapia ev  gestione cvc;1
terapia ev   sc   im;1
terapia ev   sc;1
terapia ev   prelievi;1
terapia ev ;1
terapia estemporanea;1
terapia endovenosa in infusione sottocutanea;1
terapia enterable nutrizionale;1
terapia enovenosa;1
terapia endvenosa infusionale;1
terapia endovesa;1
terapia endovenose  intramuscolari  sottocutanee e orali;1
terapia endovenosa sottocute;1
terapia endovenosa sottocutanea in infusione;1
terapia endovenosa sottocutanea;1
terapia endovenosa o ipodermica;1
terapia endovenosa muscolare sotto cute   ;1
terapia endovenosa infusionale;1
terapia enterale ed parenterale;1
terapia  im;1
terapia  idratante ed infusiva npt;1
terapia  ev  im  sc ;1
terapi ev;1
ter ev;1
tenuta documentazione su cartella domiciliare e registrazione di prestazioni su applicativo regionale e condivisione del caso con mmg e colleghi coinvolti;1
tentativo rimozione cv;1
televisita con specialista pneumologo;1
telemonitoraggio;1
telefonate con i medici;1
telefonata al mmg;1
terapia elastomerica;1
tarepia endovena;1
tao prelievo capillare;1
tanta educazione sanitaria;1
tamponi domiciliari covid;1
tamponi cutanei;1
tamponi culturali;1
tampone per colture;1
tampone naso faringeo;1
tampone lesioni;1
tampone;1
talvolta prelievo domiciliare;1
teaching manovre assistenziali ai caregiver;1
terapia educazionale gestione stomie;1
terapia edovena;1
terapia e v o s c;1
terapia e v o intramuscolare;1
terapia e  v   i m  s c;1
terapia di supporto psicologico;1
terapia di supporto;1
terapia con posizionamenti elastomeri;1
terapia con pompa elastometrica;1
terapia con palliatori;1
terapia con elastomero;1
terapia  infusionale;1
terapia antibiotico con sorveglianza;1
terapia antibiotica endovenosa;1
terapia antibiotica endovena;1
terapia antibiotica e v   i  m   s  c;1
terapia alimentari;1
terapia a pressione negativa  vac ;1
terapia a pressione negativa;1
terapia  sc im;1
terapia  per via intramuscolo;1
terapia  infusiva endovena;1
terapia  infusionale  intramuscolare ;1
terapia antiniotica;1
valutazione parametri vitali e condizioni generali;1
valutazione parametri;1
valutazione nucleo famigliare;1
valutazione non autosufficianza per uvm;1
valutazione multidimensionale uvm;1
valutazione multidimensionale infermieristica;1
valutazione multi dimensionale;1
valutazione monitoraggio;1
valutazione iniziale e pianificazione dell  assistenza   utilizzo di strumenti di valutazione ;1
valutazione iniziale;1
terapiaev;1
valutazione in itinere;1
valutazione grado di autosufficienza;1
valutazione grado  di  autosufficienza;1
valutazione gestione presidi;1
valutazione fornitura ausili;1
valutazione fornitura asuili;1
valutazione e rilevazione parametri vitali;1
valutazione e rilevazione del dolore;1
valutazione e pianificazione  della assistenza ed utilizzo  di strumenti quali scale di valutazione;1
valutazione domicilio e proposta susili;1
valutazione domiciliare adi;1
valutazione infermieristica ed educaione;1
valutazioni multidisciplinare;1
valutazioni multidimensionali;1
valutazioni mono multiprofessionali;1
valutazioni momo multiprofessionali;1
valutazioni infermieristiche assistenziali;1
valutazioni di tipo sociale relazionale;1
valutazioni di presa in carico;1
valutazioni del dolore;1
valutazioni cognitivo funzionali;1
valutazioni clinico assistenziali;1
valutazione uvm;1
valutazione paziente;1
valutazione socio ambientale;1
valutazione setting domiciliare   tenuta della famiglia;1
valutazione setting caregiver;1
valutazione segni sintomi;1
valutazione scale;1
valutazione respiro;1
valutazione pz con scc e pluripatologico;1
valutazione prima visita e presa in carico;1
valutazione prescrizione ausili letto  materasso;1
valutazione per presa in carico;1
valutazione per ausili;1
valutazione utenti con assistente sociale;1
valutazione aspetto sociale familiare;1
valutazione aspetto igiene personale;1
valutazione ambienti;1
valutazione ambiente domestico degli utenti e attivazione di percorsi utili alla famiglia presenti sul territorio;1
valutazione ambiente;1
valutazione alvo;1
valutazione alimentazione;1
valutazione adl;1
valutazione aderenza terapia farmacologica;1
valutazione aderenza terapeutica;1
valutazione dolori;1
valutazione  multidimensionale utenti con assistente sociale;1
valutazione  monoprofessionale;1
valutazione  idrica e alimentare;1
valutazione  e rilevazione parametri vitali;1
valutaziome sintomi;1
valutazinoe setting domiciliare;1
valutare compliance terapeutica;1
valuazione  pianificazione dell assistenza   scale test    ;1
valuatazioni  auto sufficienza;1
valuatazione infermieristica;1
valori pressori;1
valutazione  visita domiciliare;1
valutazione di non autosufficienza;1
valutazione della terapia del dolore;1
valutazione del setting;1
valutazione del paziente;1
valutazione del contesto famigliare;1
valutazione del care giver;1
valutazione dei parametri vitali e del dolore;1
valutazione dei farmaci e aderenza terapeutica;1
valutazione dei bisogni dell utente;1
valutazione dei bisogni assistenziali;1
valutazione contesto domiciliare logistico;1
valutazione assistenziale;1
valutazione condizioni generali del paziente;1
valutazione condizioni cliniche generali  dei bisogni assistenziali;1
valutazione con altri professionisti;1
valutazione competenze caregiver;1
valutazione cognitive funzionale;1
valutazione clinica patologie croniche;1
valutazione clinica;1
valutazione care giver;1
valutazione bisogni socio sanitari;1
valutazione bisogni al domicilio;1
valutazione ausili;1
valutazione condizioni generali paziente;1
visite di consulenze infermieristiche;1
visite congiunte in team con dottori e specialisti;1
visite congiunte con specliatsi  mmg e palliativisti;1
visite integrate con medico di medicina generale e o medico palliativista;1
visite congiunte con specialista  ematologo  palliativista   ;1
visite congiunte con mmg e o palliativista o altre figure sanitarie;1
visite congiunte con medico di famiglia;1
visite congiunte con il mmg e altro personale sanitario o figure assistenziali  ass  sociale  ass  geriatrici  oss ;1
visite congiunte con cure palliative;1
visite congiunte con altri figure coinvolte   medici  pcap pediatrico cure palliative  ;1
valutazioni per autosufficienza;1
visite con specialista;1
visite con mmg e palliativista;1
visite con mmg  palliativista;1
visite con medico specialistica;1
visite con medici;1
visite con il  medico;1
visite con  cure palliative;1
visite al domicilio con mmg;1
visite a domicilio con il medico di base;1
visite  con palliativista;1
visita valutativa infermieristica;1
visite congiunte  con ass  sociale e mmg   a domiiclio per valutazione paz;1
accessi vascolari;1
zusammenarbeit mit cot;1
zusammenarbeit mit anderen diensten;1
zentrale venenkatheter versorgen;1
wundverband;1
wundmanagement;1
wound care;1
wechsel dauerkatheter;1
vorbereitung von oraler therapie;1
vna;1
vitalzeichenkontrollen;1
visite domiciliare con specialista medico;1
vitalzeichen blutzucker;1
vitalwerte ;1
visite uocp;1
visite specialistiche;1
visite post dimissioni protette;1
visite integrate con mmg e o palliativisti;1
visite integrate con mmg e o palliativista;1
accesso venosi;1
visite infermieristiche settimanali;1
visite domiciliari con specialisti e mmg;1
visite domiciliare con specialisti;1
vitalzeichenkontrolle;1
verifica sulla condizione abitative;1
verifica stato di igiene;1
verifica setting domiciliare;1
verifica piano assistenziale;1
verifica pervietà cvc  port a cath  picc ;1
verifica follow up;1
verifica e programmazione follow up;1
verifica e controllo apparecchiature ventilatorie;1
verifica e aggiornamento progetto assistenziale;1
verifica dell aderenza alla terapia farmacologica;1
verifica del raggiungimento degli obiettivi assistenziali;1
visita uvm con equipe multidisciplinare;1
verifica aderenza terapeutica e follow up;1
verbände;1
verbandwechsel;1
verabreichung von parenteraler therapie;1
verabreichung von medikamente i v   s c  i m ;1
verabreichung von i v i m s c therapie;1
verabreichen von subcutanen injektionen;1
velutazine multidimensionale;1
vaultrazione setting domiciliare;1
valutazioni uvm;1
valutazioni post interventi chirurgici deiscenze ;1
verifica del aderenza farmacologica;1
accessi congiunti medici e altri;1
visita per monitoraggio;1
visita multiprofessionale;1
visita infermieristica;1
visita domiciliari  con presa in carico;1
visita domiciliari;1
visita domiciliare con chirurgo;1
visita di monitoraggio;1
visita congiunte con mmg eo medico palliativista;1
visita congiunta con pediatra di base;1
visita con specialista e mmg;1
verifiche parametri vitali e nutrizionali;1
visita con mmg e specialista;1
visita con mmg;1
visita con medico specialista;1
visita con medico mmg;1
visita con medico di medicina generale;1
visita con il medico;1
visita a domicilio con medico specialista;1
visione e controllo catetere vescicale;1
visione documentazione sanitaria;1
visione documentazione clinica;1
versorgung peg sonde;1
visita con mmg o medico specialista;1
terapie infusive e v    i m    s c ;1
terapie infusiva;1
terapie infusionionali;1
terapie infusioniali;1
terapie infusioni;1
terapie infusione li;1
terapie infusionali sottocute;1
terapie infusionali ntp;1
terapie infusionali liquidi e emoderivati;1
terapie infusionali intramuscolari sottocute;1
val setting  dom;1
terapie infusionali ev;1
terapie infusionali endovenose;1
terapie infusionali e v ;1
terapie infusionali e sottocutanee;1
terapie infusionali e gestione del accesso venoso;1
terapie infusionali e gestione accessi venosi;1
terapie infusionali  npt  flebo ;1
terapie infusionali  ipodermo;1
terapie infusionali   iniettive e sottocutanee;1
terapie infusionale periferica;1
terapie infuisonali;1
terapie infusionali idratanti;1
terapie parenterali  togliere chemioterapie  cateterismi vescicali  ecc ;1
terapie parenterali  endovenose;1
terapie parenterale;1
terapie palliative ev sc;1
terapie palliative;1
terapie os  in e ev;1
terapie orali;1
terapie orale  sottocute  in vena;1
terapie ipodermo;1
terapie ipodermiche e endovenose;1
terapie ipo;1
terapie infusive endovenose;1
terapie intramuscolari e sottocutanee;1
terapie intramuscolare;1
terapie inittive;1
