word;word_corretta;acronimo;commento
infusionele;Infusionale;;
infusionen;Infusione;;
infusioni;Infusione;;
infusioniali;Infusionale;;
infusionionale;Infusionale;;
infusionionali;Infusionale;;
infusionsle;Infusionale;;
infusionstherapie;Terapia Infusiva;;
infusiva;Infusiva;;
infusive;Infusiva;;
infusivi;infusivo;;
infusivonale;Infusionale;;
infusonale;Infusionale;;
infusor;Infusore;;
infusore;Infusore;;
infusuva;Infusiva;;
ingestis;ab ingestis;;
iniettiva;iniettivo;;
iniettive;Iniettiva;;
iniezione;Iniezione;;
iniezioni;Iniezione;;
inittive;Iniettiva;;
iniziale;Iniziale;;
iniziezioni;Iniezione;;
injektionen;Iniezione;;
injezioni;Iniezione;;
innesto;innesto;;
inniettiva;Iniettiva;;
inr;inr;INR;
inramuscolare;Intramuscolare;;
inrestinali;Intestinale;;
insegnamento;insegnamento;;
inserimenti;inserimento;;
inserimento;inserimento;;
inseriti;inserito;;
inserzione;inserzione;;
insorgenza;insorgenza;;
insulina;insulina;;
insulinica;insulinica;;
insulino;insulino;;
insulinodipendente;insulinodipendente;;
intamuscolare;Intramuscolare;;
intamuscolari;Intramuscolare;;
inteamuscolare;Intramuscolare;;
integrate;integrato;;
integrato;integrato;;
integrazione;integrazione;;
integrità;integrità;;
intensità;intensità;;
interazione;interazione;;
interdiciplinare;interdisciplinare;;
interdisciplinare;interdisciplinare;;
intermediazione;intermediazione;;
intermittenti;intermittente;;
interpersonali;interpersonale;;
interventi;intervento;;
intervento;intervento;;
intervista;intervista;;
interviste;intervista;;
intestinale;intestinale;;
intestinali;intestinale;;
intestino;intestino;;
intima;intima;;
intime;intima;;
intra;intra;;
intradermica;intradermica;;
intradermiche;intradermica;;
intramosculare;intramuscolare;;
intramuascolari;intramuscolare;;
intramusciolare;intramuscolare;;
intramuscolare;intramuscolare;;
intramuscolari;intramuscolare;;
intramuscolo;intramuscolo;;
intramusculare;intramuscolare;;
intraprendere;intraprendere;;
intrapreso;intrapreso;;
intravascolari;intravscolare;;
intravenosi;intravenoso;;
introduzione;introduzione;;
inusione;infusione;;
invasiva;invasivo;;
invasivi;invasivo;;
ipdermoclisi;ipdermoclisi;;
ipo;ipo;;
ipocinetiche;ipocinetico;;
ipodemoclisi;ipodermoclisi;;
ipoderma;ipoderma;;
ipodermica;ipodermico;;
ipodermiche;ipodermico;;
ipodermo;ipodermico;;
ipodermoclisi;ipodermoclisi;;
ipodermoglisi;ipodermoclisi;;
ipotetiche;ipotetico;;
irrigazione;irrigazione;;
irrigazioni;irrigazione;;
ispezione;ispezione;;
ispezioni;ispezione;;
istituti;istituto;;
istituzione;istituzione;;
istituzioni;istituzione;;
istruire;istruire;;
istruzione;istruzione;;
istruzioni;istruzione;;
itinere;itinere;;
iv;intravenoso;iv;
kapillär;capillare;;
katheter;catetere;;
katheterwechsel;cambio del catetere;;
kinaesthetics;cinestesica;;
kinder;bambini;;
kontrollen;controllo;;
konzept;concetto;;
körperpflege;cura del corpo;;
laboratorio;laboratorio;;
lacero;lacero;;
laddove;laddove;;
lal;leucemia acuta linfatica;lal;
lasciati;lasciato;;
lastocompressione;elastocompressione;;
lavaggi;lavaggio;;
lavaggio;lavaggio;;
lavarsi;lavarsi;;
lavorativa;lavorativo;;
lc;ELIMINARE;;
lcc;ELIMINARE;;
ldc;ELIMINARE;;
ldd;lesione da decubito;ldd;
lddp;lesione da decubito;;
ldp;lesione da pressione;ldp;
legati;legato;;
leggero;leggero;;
leisioni;lesione;;
les;lupus eritematoso sistemico;les;
lesa;leso;;
lesione;lesione;;
lesione;lesione;;
lesione;lesione;;
letto;letto;;
lifesyle;lifesyle;;
limitrofi;limitrofe;;
line;line;;
linea;linea;;
linee;linea;;
linfo;linfo;;
liq;liquido;;
liquidi;liquido;;
livello;livello;;
lla;ELIMINARE;;
lld;ELIMINARE;;
logistico;logistico;;
lpd;legge di protezione dei dati;lpd;
lt;ELIMINARE;;
lunga;lungo;;
luto;lutto;;
lutto;lutto;;
lv;Endovena;IV;
macchina;macchina;;
macchinari;macchinario;;
mail;mail;;
malati;malato;;
malato;malato;;
malattia;malattia;;
malattie;malattia;;
management;management;;
manager;manager;;
managment;management;;
manovre;manovra;;
mansioni;mansione;;
mantenere;mantenere;;
mantenimento;mantenimento;;
manuale;manuale;;
manuali;manuale;;
manuntenzione;manutenzione;;
manutenzione;manutenzione;;
maratona;maratona;;
maschile;maschile;;
maschili;maschile;;
maschio;maschio;;
mascile;maschile;;
mask;maschio;;
massaggi;massaggio;;
materassi;materasso;;
materasso;materasso;;
materia;materia;;
materiale;materiale;;
materiali;materiale;;
mc;medico competente;mc;
mdline;midline;;
meccanica;meccanico;;
meccanico;meccanico;;
med;med;;
medcazione;medcazione;;
media;media;;
mediacazioni;mediazione;;
mediazione;mediazione;;
mediazioni;mediazione;;
medic;mediazione;;
medicacazioni;mediazione;;
medicamentoso;medicamentoso;;
medicare;medicare;;
medicati;medicato;;
medicato;medicato;;
medicaz;medicazione;;
medicaziini;medicazione;;
medicazini;medicazione;;
medicazioe;medicazione;;
medicazioini;medicazione;;
medicazioli;medicazione;;
medicazione;medicazione;;
medicazionei;medicazione;;
medicazioni;medicazione;;
medicazionio;medicazione;;
medicazooni;medicazione;;
medici;medico;;
medicina;medicina;;
medicinali;medicinale;;
medicine;medicina;;
medico;medico;;
mediczioni;medicazione;;
medie;media;;
medikamente;farmaci;;
medikamenten;farmaci;;
medikamentenverabreichung;somministrazione di farmaci;;
medinali;medicinale;;
meditazioni;meditazione;;
medline;midline;;
membri;membro;;
merdicazione;medicazione;;
messen;misura;;
metalliche;metallico;;
metastasi;metastasi;;
mettere;mettere;;
microbiologici;microbiologico;;
microbiologico;microbiologico;;
microcath;micro catetere;;
microclismi;microclisma;;
microinfusore;microinfusore;microinfusore;
microinfusori;midline;;
mid;midline;;
midd;midline;;
mide;midline;;
mideline;midline;;
midiline;midline;;
midlain;midline;;
midline;midline;;
midlline;midline;;
mimi;mini;;
mini;mini;;
minimid;mini midline;;
minimidline;mini midline;;
minori;minore;;
minzione;minzione;;
missurazione;misurazione;;
miste;misto;;
misura;misura;;
misurare;misurare;;
misurazione;misurazione;;
misurazioni;misurazione;;
mit;ELIMINARE;;
mmg;millimetri di mercurio;mmg;
mobbilizzazione;mobilizzazione;;
mobilitazione;mobilitazione;;
mobilità;mobilità;;
mobilizazione;mobilizzazione;;
mobilizione;mobilizzazione;;
mobilizzazione;mobilizzazione;;
mobilizzazione_;mobilizzazione;;
mobilizzazioni;mobilizzazione;;
mocroinfusori;macro infusori;;
molecolari;molecolare;;
momenti;momento;;
momo;ELIMINARE;;
monitoraggi;monitoraggio;;
monitoraggio;monitoraggio;;
monitorare;monitorare;;
mono;mono;;
monoprofessionale;monoprofessionale;;
montaggio;montaggio;;
morale;morale;;
morbilita;morbilità;;
morente;morente;;
morte;morte;;
motivazionale;motivazionale;;
motivi;motivo;;
movimentazione;movimentazione;;
movimentazioni;movimentazione;;
muchi;muco;;
muco;muco;;
multi;ELIMINARE;;
multidimensionale;multidimensionale;;
multidimensionali;multidimensionale;;
multidisciplinare;multidisciplinare;;
multidisciplinari;multidisciplinare;;
multipla;Multipla;;
multiple;Multipla;;
multiprofessionale;multiprofessionale;;
multiprofessionali;multiprofessionale;;
muscolare;muscolare;;
muscolo;muscolo;;
mwdicazioni;Medicazione;;
na;Sodio Cloruro;NA;
nach;Sodio Cloruro;;
nad;nutrizione artificiale domiciliare;nad;
nasali;nasale;;
nasi;naso;;
naso;naso;;
nasogastrici;nasogastrico;;
nasogastrico;nasogastrico;;
natura;natura;;
nausea;nausea;;
ncp;nuclei di cure primarie;ncp;
ndd;natura da determinare;ndd;non definita diagnosi
necessario;necessario;;
necessitano;necessitano;;
necessità;necessità;;
ned;nutrizione enterale domiciliare;ned;
nefro;nefro;;
nefrostomia;nefrostomia;;
nefrostomiche;nefrostomico;;
nefrostomici;nefrostomico;;
nefrostomie;nefrostomia;;
nefrostromici;nefrostomico;;
nefrostromie;nefrostomia;;
negativa;negativo;;
nematici;ELIMINARE;;
neoformazioni;neoformazione;;
neonato;neonato;;
neoplastica;neoplastico;;
neoplastiche;neoplastico;;
net;net;;
network;network;;
neuromuscolare;neuromuscolare;;
nfusionale;nfusionale;;
ng;ELIMINARE;;
nhnhnhnhn;ELIMINARE;;
nhnhnhnnh;ELIMINARE;;
niv;ventilazione non invasiva;niv;
nnd;ELIMINARE;;
normalizzare;normalizzare;;
notturna;notturno;;
np;nutrizione parenterale;np;
npt;nutrizione parenterale totale;npt;
nrs;numerical rating scale;nrs;
ntp;npt;NPT;
nucleo;nucleo;;
nuova;nuovo;;
nuove;nuovo;;
nuove;nuovo;;
nursering;nursing;;
nursing;nursing;;
nutripompa;nutripompa;;
nutriz;nutrizione;;
nutrizine;nutrizione;;
nutrizionale;nutrizionale;;
nutrizionali;nutrizionale;;
nutrizione;nutrizione;;
nutrizioni;nutrizione; ;
nutrizionista;nutrizionista;;
nutrizone;nutrizione;;
nutrizoni;nutrizione;;
oa;ELIMINARE;;
oaziente;paziente;;
obiettiva;obiettivo;;
obiettivi;obiettivo;;
obiettivo;obiettivo;;
occasionale;occasionale;;
occasionali;occasionale;;
occasionalmente;occasionale;;
occlusivi;occlusivo;;
occlusivo;occlusivo;;
oeg;peg;gastrostomia__endoscopica__percutanea;
on;CANCELLA;;
oncologica;oncologico;;
oncologiche;oncologico;;
oncologici;oncologico;;
oncologico;oncologico;;
onda;sonda;;
ons;ons;;
operato;operato;;
operatore;operatore;;
operatori;operatorio;;
operatorio;operatorio;;
orale;orale;;
oraler;orale;;
orali;orale;;
ordinare;ordinare;;
ordine;ordine;;
organico;organico;;
organisation;organizzazione;;
organizzare;organizzare;;
organizzativi;organizzativo;;
organizzativo;organizzativo;;
organizzazione;organizzazione;;
orientamento;orientamento;;
origine;origine;;
oro;orale;;
orofaringe;orofaringe;;
orofaringea;orofaringea;;
orogastrici;orogastrico;;
orotracheale;orotracheale;;
ortopedici;ortopedico;;
os;Latino per bocca;OS;
ospedale;ospedale;;
ospedali;ospedale;;
ospedalieri;ospedaliero;;
oss;operatore_sociosanitario;OSS;
osservatorio;osservatorio;;
osservazione;osservazione;;
ossido;ossido;;
ossigeno;ossigeno;;
ossigenoterapia;ossigenoterapia;;
ossigenotherapia;ossigenoterapia;;
ossimetria;ossimetria;;
ostomie;stomia;;
ovvero;ELIMINARE;;
pa;pressiore arteriosa;PA;
pac;pacchetto ambulatoriale complesso;PAC;
pagliative;palliative;;
pai;piano assistenziale individualizzato;PAI;
paiano;ELIMINARE;;
paliative;palliative;;
paliativista;palliativista;;
palitive;palliative;;
palliariva;palliative;;
palliarive;palliative;;
palliativa;palliative;;
palliative;palliative;;
palliativi;palliative;;
palliativista;palliativista;;
palliativiste;palliativista;;
palliativisti;palliativista;;
palliativo;palliativo;;
palliativpatienten;palliative;;
palliatori;palliative;;
palliazione;palliazione;;
pallitive;palliative;;
palloncino;palloncino;;
pannolini;pannolino;;
pannolino;pannolino;;
panollino;pannolino;;
paracentesi;paracentesi;;
paramentri;parametri;;
paramerti;parametri;;
parametre;parametri;;
parametri;parametri;;
parametro;parametri;;
parentale;parentale;;
parente;parente;;
parentela;parentela;;
parenteral;parenterale;;
parenterale;parenterale;;
parenteraler;parenterale;;
parenterali;parenterale;;
parenteralu;parenterale;;
parentersle;parenterale;;
parentetali;parenterale;;
parenti;Parenti;;
paretpgenteralr;ELIMINARE;;
parlare;parlare;;
parlo;parlare;;
parrnterale;parenterale;;
parta;ELIMINARE;;
parti;parti;;
passiva;passivo;;
passivo;passivo;;
pasto;pasto;;
pat;ELIMINARE;;
patenterale;parenterale;;
patient;paziente;;
patienten;paziente;;
patologia;patologia;;
patologie;patologie;;
paure;paure;;
paz;paziente;;
paziante;paziente;;
paziente;paziente;;
pazienti;paziente;;
pcap;pcap;;
pcc;pianificazione condivisa delle cure;PCC;
pdf;ELIMINARE;;
pdta;Percorso Diagnostico Terapeutico Assistenziale;PDTA;
pe;prelievo ematico;PE;
pediatra;pediatra;;
pediatrici;pediatrico;;
pediatrico;pediatrico;;
peg;gastrostomia endoscopica percutanea;PEG;
pegg;gastrostomia endoscopica percutanea;PEG;
pegj;gastrodigiunostomia endoscopica percutanea;PEG;
pegra;gastrostomia endoscopica percutanea;PEG;
pegversorgungen;gastrostomia endoscopica percutanea;PEG;
peiferico;periferico;;
pej;digiunostomia endoscopica percutanea;PEJ;
pelievi;prelievo;;
pep;Pressione espiratoria positiva;PEP;
percorsi;percorso;;
percorso;percorso;;
percutanea;percutanea;;
peretta;peretta;;
perette;peretta;;
perif;periferico;;
perifeici;periferico;;
perifeirici;periferico;;
periferci;periferico;;
periferco;periferico;;
periferica;periferico;;
perifericamente;periferico;;
periferiche;periferico;;
periferici;periferico;;
perifericie;periferico;;
periferico;periferico;;
perifericxi;periferico;;
periferiferici;periferico;;
periferisci;periferico;;
periodica;periodico;;
periodici;periodico;;
periodico;periodico;;
permanenza;permanenza;;
peroferoci;periferico;;
persona;persona;;
personale;personale;;
personalizzati;personalizzato;;
persuasiva;persuasiva;;
pervenute;pervenute;;
pervietà;pervietà;;
peso;peso;;
pflegeplanung;pianificazione assistenziale;;
pia;ELIMINARE;;
piaga;piaga;;
piaghe;piaga;;
piani;piano;;
pianificazione;pianificazione;;
piano;piano;;
piastrine;piastrine;;
piatto;piatto;;
pic;peripherally inserted central catheter;PICC;
picc;peripherally inserted central catheter;PICC;
piede;piede;;
pielostomie;pielostomia;;
pig;ELIMINARE;;
pigtail;pigtail;;
pilloliere;pilloliera;;
pixx;ELIMINARE;;
piú;ELIMINARE;;
placche;placche;;
planing;planning;;
pleurici;pleurico;;
plic;ELIMINARE;;
plurime;ELIMINARE;;
pluripatologico;pluripatologico;;
pneumologico;pneumologico;;
pneumologo;pneumologo;;
poer;ELIMINARE;;
pome;ELIMINARE;;
pompa;pompa;;
pompe;pompa;;
pool;pool;;
porh;Port-a-Cath;;
port;Port-a-Cath;;
port_a;Port-a-Cath;;
port_a_cat;Port-a-Cath;;
portale;portale;;
portatori;portatori;;
porte;porte;;
porter;porte;;
porth;Port-a-Cath;;
pos;ELIMINARE;;
posisionamento;posizionamento;;
positiva;positiva;;
posiz;posizionamento;;
posiziinamento;posizionamento;;
posizioanmento;posizionamento;;
posizionam;posizionamento;;
posizionamen;posizionamento;;
posizionameneto;posizionamento;;
posizionamenro;posizionamento;;
posizionamente;posizionamento;;
posizionamenti;posizionamento;;
posizionamento;posizionamento;;
posizionamentoe;posizionamento;;
posizionamneto;posizionamento;;
posizionare;posizionamento;;
posizionato;posizionamento;;
posizione;posizionamento;;
posizionementi;posizionamento;;
posizionemento;posizionamento;;
posizoionamento;posizionamento;;
posizunamento;posizionamento;;
post;post;;
postchirurgiche;postchirurgiche;;
postura;postura;;
posture;postura;;
poth;Port-a-Cath;;
pozycionamento;posizionamento;;
pr;ELIMINARE;;
prarametri;parametri;;
pratica;pratica;;
praticare;praticare;;
pratiche;pratica;;
pratico;pratico;;
preiferici;periferici;;
preleivo;prelievo;;
prelevare;prelevare;;
prelevi;prelievo;;
prelevo;prelievo;;
preliavo;prelievo;;
prelieve;prelievo;;
prelievi;prelievo;;
prelievo;prelievo;;
preliminare;preliminare;;
prelivi;prelievo;;
prelivo;prelievo;;
preluevi;prelievo;;
prendere;prendere;;
prenotazione;prenotazione;;
prenotazioni;prenotazione;;
prenterale;parenterale;;
prep;preparazione;;
preparare;preparazione;;
preparazione;preparazione;;
preparazionenterapia;preparazione;;
preparazioni;preparazione;;
preparo;preparazione;;
prescritte;prescritte;;
prescrizione;prescrizione;;
prescrizioni;prescrizione;;
prese;prese;;
presente;presente;;
presenti;presenti;;
presenza;presenza;;
presidi;presidi;;
pressiond;pressione;;
pressione;pressione;;
pressioni;pressione;;
presso;ELIMINARE;;
pressori;pressori;;
prestazione;prestazione;;
prestazioni;prestazione;;
pretrasfusionale;pre trasfusionale;;
prev;ELIMINARE;;
prevalentemente;prevalentemente;;
prevenione;prevenzione;;
preventiva;prevenzione;;
prevenzione;prevenzione;;
prevenzionestipsi;prevenzionestipsi;;
primari;primario;;
primaria;primario;;
primarie;primario;;
prime;Primo;;
primi;Primo;;
private;private;;
prlelievo;prelievo;;
prlievi;prelievo;;
prlievo;prelievo;;
proattiva;proattiva;;
problem;problema;;
problema;problema;;
problematiche;problematico;;
problematici;problematico;;
problemi;problema;;
procedure;procedure;;
professionale;professionale;;
professionali;professionale;;
professionisti;professionista;;
profilassi;profilassi;;
profilattiche;profilattiche;;
profili;profilo;;
profilo;profilo;;
proflilassi;proflilassi;;
profondi;profondo;;
profondo;profondo;;
progetti;progetto;;
progetto;progetto;;
programmate;programmato;;
programmazione;programmazione;;
promozione;promozione;;
promuovere;promuovere;;
prophylaxe;profilassi;;
prophylaxen;profilassi;;
proposta;proposta;;
proposte;proposta;;
propria;propria;;
prossimità;prossimità;;
prossimo;prossimo;;
protetta;protetta;;
protette;protetta;;
protezione;protezione;;
protocollo;protocollo;;
prova;prova;;
provincia;provincia;;
prrlievi;prelievi;;
pscologico;psicologico;;
psdta;percorso diagnostico terapeutico;PDTA;
psic;psicologico;;
psichologico;psicologico;;
psico;psicologico;;
psicoeducazine;psico educazione;;
psicoeducazione;psico educazione;;
psicologica;psicologico;;
psicologico;psicologico;;
psicologicopaziente;psicologico;;
psicopedagogico;psicopedagogico;;
pt;ELIMINARE;;
pte;ELIMINARE;;
pua;Punto Unico di Accesso;PUA;
pubico;pubico;;
pulizia;pulizia;;
punti;punti;;
punture;punture;;
pv;parametri vitali;PV;
pz;paziente;PZ;
pziente;paziente;;
pzt;paziente;;
pàrèñterale;parenterale;;
qualsiasi;ELIMINARE;;
raccolta;raccolto;;
raccordo;raccordo;;
raggiungimento;raggiungimento;;
rapporti;rapporto;;
rapporto;rapporto;;
realizzazione;realizzazione;;
reazioni;reazioni;;
referenti;referenti;;
refrattari;refrattari;;
regionale;regionale;;
regione;regione;;
regole;regole;;
reidratante;reidratante;;
reidratanti;reidratanti;;
reidratazione;reidratazione;;
reidreatante;reidratanti;;
relativa;relativo;;
relative;relativo;;
relativi;relativo;;
relaz;relazione;;
relazionale;relazione;;
relazione;relazione;;
relazioni;relazione;;
relazoone;relazione;;
removibili;removibili;;
renale;renale;;
renali;renale;;
reperimento;reperimento;;
reperire;reperire;;
respiratore;respiratore;;
respiratori;respiratorio;;
respiratoria;respiratorio;;
respirazione;respirazione;;
respiro;respiro;;
rete;rete;;
rettale;rettale;;
rettali;rettale;;
rettoclisi;rettoclisi;;
rettòclisi;rettoclisi;;
ri;ELIMINARE;;
riabilitative;riabilitative;;
ricarica;ricarica;;
ricariche;ricarica;;
ricevente;ricevente;;
richiedono;ELIMINARE;;
richiesta;richiesta;;
richieste;richiesta;;
ricognizione;ricognizione;;
riconciliazione;riconciliazione;;
riconoscere;riconoscere;;
riconoscimento;riconoscimento;;
ricorrenti;ricorrenti;;
ricoveri;ricoveri;;
ricovero;ricovero;;
rieducazione;rieducazione;;
rielevazione;rilevazione;;
riempimento;riempimento;;
riferimento;riferimento;;
rig;riguardo;;
rigardo;riguardo;;
riguardante;riguardo;;
riguardo;riguardo;;
rilevamento;rilevamento;;
rilevare;rilevare;;
rilevato;rilevato;;
rilevaz;rilevazione;;
rilevazione;rilevazione;;
rilevazioni;rilevazione;;
rilevo;rilievo;;
rilievo;rilievo;;
rilvazione;rilevazione;;
rimozione;rimozione;;
rimozioni;rimozione;;
rinforzi;rinforzo;;
rinforzo;rinforzo;;
rinnovo;rinnovo;;
riperibilità;reperibilità;;
riposizionamento;riposizionamento;;
ripristino;ripristino;;
riprogrammazione;riprogrammazione;;
rischio;rischio;;
risocializzante;risocializzante;;
risocializzazione;risocializzazione;;
risorse;risorse;;
rispetto;rispetto;;
ritiro;ritiro;;
ritrovare;ritrovare;;
riunioni;riunioni;;
rivalutazione;rivalutazione;;
rivalutazioni;rivalutazione;;
rivelazione;rivelazione;;
rivolta;rivolta;;
routine;routine;;
sa;ELIMINARE;;
sacca;sacca;;
sacche;sacca;;
sacrale;sacrale;;
sacrali;sacrale;;
sacro;sacro;;
sad;Servizio di Assistenza Domiciliare;SAD;
sague;sangue;;
salute;salute;;
salvavita;salvavita;;
san;ELIMINARE;;
sangue;sangue;;
sanguigno;sanguigno;;
sanguini;sanguigno;;
sani;sano;;
sanigastrico;ELIMINARE;;
sanit;sanitario;;
sanitari;sanitario;;
sanitaria;sanitario;;
sanitarie;sanitario;;
sanitario;sanitario;;
sano;sano;;
sars;Severe acute respiratory syndrome;SARS;
sat;saturazione;;
sattocute;sottocute;;
saturazione;saturazione;;
saturimetria;saturimetria;;
saturimetrie;saturimetria;;
sc;sottocute;SC;
scale;scale;;
scc;scompenso cardio circolatorio;SCC;
scheda;scheda;;
schede;scheda;;
scolastico;scolastico;;
scompensi;scompenso;;
scompenso;scompenso;;
scuola;scuola;;
scuole;scuola;;
secernenti;secernenti;;
Sedativa;seconda;;
secondaria;secondaria;;
secondarie;secondaria;;
secreti;secreti;;
secrezioni;secrezioni;;
sedativa;Sedativa;;
sedative;Sedativa;;
sedativi;Sedativo;;
sedativo;Sedativo;;
sedazione;Sedazione;;
sedazioni;Sedazione;;
sede;Sede;;
sedi;Sede;;
seduzione;Sedazione;;
segnalazione;segnalazione;;
segnalazioni;segnalazione;;
segni;Segno;;
seguire;Seguire;;
seguiti;Seguito;;
self;Self;;
sempilci;Semplice;;
semplci;Semplice;;
semplica;Semplice;;
semplice;Semplice;;
semplici;Semplice;;
serv;Servizio;;
servicio;Servizio;;
servizi;Servizio;;
servizio;Servizio;;
set;Settimanale;;
settimanale;Settimanale;;
settimanali;Settimanale;;
setting;Setting;;
settore;Settore;;
siat;ELIMINARE;;
siatess;ELIMINARE;;
sid;ELIMINARE;;
simili;Simile;;
sindromi;Sindrome;;
singole;Singola;;
sintomatologia;Sintomatologia;;
sintomi;Sintomo;;
sintomo;Sintomo;;
sist;ELIMINARE;;
sistema;Sistema;;
sistemi;Sistema;;
sistemiche;Sistemico;;
situazione;Situazione;;
situazioni;Situazione;;
skin;Skin;;
sla;Sclerosi Laterale Amiotrofica;SLA;
sma;Atrofia Muscolare Spinale;SMA;
sng;Sondino Naso Gastrico;SNG;
sociale;Sociale;;
sociali;Sociale;;
socio;Socio;;
socioasstenziale;Socio Assistenziale;;
sociosanitari;Socio Sanitario;;
soddisfare;Soddisfare;;
soecialisti;Specialisti;;
soggetto;Soggetto;;
sol;Soluzione;;
soli;solo;;
sollievo;Sollievo;;
soluzione;Soluzione;;
solving;Solving;;
som;Somministrazione;;
somie;Somministrazione;;
somm;Somministrazione;;
somma;Somma;;
somministrazine;Somministrazione;;
somministrazione;Somministrazione;;
somministrazioni;Somministrazione;;
somministrzione;Somministrazione;;
somnistrazione;Somministrazione;;
sonda;Sonda;;
sonde;Sonda;;
sonden;Sonda;;
sondini;Sondino;;
sondino;Sondino;;
sondinonasogastrico;Sondino Naso Gastrico;;
sonno;Sonno;;
sonsuntivazione;Sostituzione;;
sontituzione;Sostituzione;;
sopralluogo;Sopralluogo;;
soprapubico;Sovrapubico;;
sormazione;Formazione;;
sorveglianza;Sorveglianza;;
sost;Sostituzione;;
sostegno;Sostegno;;
sostego;Sostegno;;
sostituizione;Sostituzione;;
sostitutuzione;Sostituzione;;
sostituz;Sostituzione;;
sostituzione;Sostituzione;;
sostituzioni;Sostituzione;;
sotituzione;Sostituzione;;
sottcutanee;Sotto cutanea;;
sottocue;Sotto cutanea;;
sottocuranea;Sotto cutanea;;
sottocutane;Sotto cutanea;;
sottocutanea;Sotto cutanea;;
sottocutanee;Sotto cutanea;;
sottocutanei;Sotto cutanea;;
sottocutaneo;Sotto cutanea;;
sottocutania;Sotto cutanea;;
sottocute;Sotto cutanea;;
sottucutanea;Sotto cutanea;;
sovra;ELIMINARE;;
sovrapubici;Sovrapubico;;
sovrapubico;Sovrapubico;;
sovrapuvici;Sovrapubico;;
sozialdienste;Servizio Sociale;;
sozialdiensten;Servizio Sociale;;
specialista;Specialista;;
specialisti;Specialista;;
specialistica;Specialistica;;
specialistiche;Specialistica;;
specialistici;Specialistica;;
specialistico;Specialistica;;
specialmente;ELIMINARE;;
specifici;Specifico;;
specliatsi;Specialista;;
spiegazione;Spiegazione;;
spirometria;Spirometria;;
spo;ELIMINARE;;
sppecialista;Specialista;;
spülen;Lavare;;
ss;ELIMINARE;;
stabile;Stabile;;
stabili;Stabile;;
stabilire;stabilire;;
stabilità;Stabile;;
stabilizzazione;Stabilizzazione;;
stacco;ELIMINARE;;
stadi;Stadio;;
stadio;Stadio;;
stanza;Stanza;;
stasi;Stasi;;
stick;Stick;;
stile;Stile;;
stili;Stile;;
stima;Stima;;
stimolare;Stimolare;;
stipsi;Stipsi;;
stix;Stick;;
stoma;Stoma;;
stomapflegen;Cura della Stomia;;
stomia;Stomia;;
stomie;Stomie;;
stomizzati;Stomizzato;;
storie;Storie;;
stretta;Stretta;;
strumentali;Strumentale;;
strumenti;Strumento;;
studenti;Studente;;
subcutane;Sub cutanea;;
subcutanen;Sub cutanea;;
successive;Successiva;;
sufficienza;Sufficienza;;
superare;Superare;;
superiori;Superiore;;
supervioni;Supervisione;;
supervisione;Supervisione;;
supp;ELIMINARE;;
supportare;Supportare;;
supporti;Supporto;;
supporto;Supporto;;
suprapubici;Sovrapubico;;
suprapubico;Sovrapubico;;
susili;Ausilio;;
sutura;Sutura;;
suvrapubico;Sovrapubico;;
svama;ELIMINARE;;
svariate;Varie;;
sviluppo;Sviluppo;;
svuotamenti;Svuotamento;;
svuotamento;Svuotamento;;
svuoto;Svuotamento;;
tab;ELIMINARE;;
tacheo;Tracheostomia;;
tacheostomia;Tracheostomia;;
taid;ELIMINARE;;
tail;ELIMINARE;;
tamoponi;Tampone;;
tampone;Tampone;;
tamponi;Tampone;;
tanta;ELIMINARE;;
tao;Terapia Anticoagulante Orale;TAO;
tarepia;Terapia;;
tc;Temperatura Corporea;TC;
teaching;Teaching;;
team;Team;;
tear;Team;;
tears;Team;;
tecniche;Tecniche;;
tel;Telefono;;
telefonata;Telefonata;;
telefonate;Telefonata;;
telefonica;Telefonica;;
telefoniche;Telefonica;;
telefonici;Telefonica;;
telefonico;Telefonica;;
telemonitoraggio;Tele Monitoraggio;;
televisita;Televisiva;;
tentativo;Tentativo;;
tenuta;Tenuta;;
teorica;Teorica;;
ter;Terapia;;
terale;Terapia;;
terap;Terapia;;
terapentica;Terapeutica;;
terapetico;Terapeutico;;
terapeuitca;Terapeutica;;
terapeutica;Terapeutica;;
terapeutiche;Terapeutica;;
terapeutici;Terapeutico;;
terapeutico;Terapeutico;;
terapeutics;Terapeutico;;
terapi;Terapia;;
terapia;Terapia;;
terapiabparenterale;Terapia Parenterale;;
terapiaev;Terapia Endovenosa;;
terapiai;Terapia;;
terapie;Terapia;;
terapieinfusionali;Terapia infusionale;;
terapisti;Terapisti;;
terapy;Terapia;;
terepia;Terapia;;
teritoriale;Territoriale;;
terminale;Terminale;;
terminali;Terminale;;
terminalita;Terminale;;
terminalità;Terminale;;
terminalitá;Terminale;;
termine;Termine;;
terpia;Terapia;;
territoriale;Territoriale;;
territoriali;Territoriale;;
territorio;Territorio;;
terzo;Terzo;;
test;Test;;
tetapia;Terapia;;
tev;Terapia Endovenosa;;
th;Terapia;;
theraphy;Terapia;;
therapie;Terapia;;
therapieüberwachung;Terapia;;
therapy;Terapia;;
tin;Terapia Intensiva Neonatale;TIN;
tipi;Tipo;;
tipo;Tipo;;
togliere;Togliere;;
toilette;Toilette;;
tora;Toracico;;
toracici;Toracico;;
toracico;Toracico;;
toraco;Toracico;;
tosse;Tosse;;
totale;Totale;;
totali;Totale;;
toto;Totale;;
